user.name	tweet.location	tweet.geoLocation	tweet.retweet	tweet.content	block.numsenti.negative	senti.neutral	senti.positive	senti.compound
tmj_phx_hrta	Phoenix, AZ	-112.0740373,33.4483771	false	Join the NCG team! See our latest #job opening here: https://t.co/K7lIavmcAR #Hospitality #Phoenix, AZ #Hiring #CareerArc	174	0.0	0.858	0.142	0.3595
cobbaj	Phoenix, AZ	-111.97589,33.49501	false	#sundayfunday on the bike. 1st stop @ohsobrewery @ OHSO Brewery- Arcadia https://t.co/kkdqClq6ml	240	0.18	0.82	0.0	-0.296
TheDOPEshow3D	Phoenix, AZ	-112.07638889,33.52833333	false	 #Braken 4hunnid by @yg @ Phoenix, Arizona https://t.co/C7IJZgIlCH	274	0.0	1.0	0.0	0.0
tmj_phx_health	Phoenix, AZ	-112.0670612,33.5699124	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/eVvx4nHSb6 #Physician #Hiring #CareerArc	315	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	We're #hiring! Click to apply: Registered Nurse - Telemetry - Full Time - https://t.co/28BHOgPyWt #SignOnBonus https://t.co/1oJstHwa5P	196	0.0	1.0	0.0	0.0
olsonl66	Phoenix, AZ	-111.97580819,33.49497256	false	I'm at O.H.S.O. Eatery + nanoBrewery - @ohsobrewery in Phoenix, AZ https://t.co/7FbW2Go7Wq	240	0.0	1.0	0.0	0.0
2wheelthrill	Phoenix, AZ	-112.07357,33.44248	false	#DuceHappens @ The Duce https://t.co/EWUQ9yiL38	174	0.0	1.0	0.0	0.0
Dnell_21	Phoenix, AZ	-112.07356,33.44791	false	Mind ya business..  @ Downtown Phoenix, AZ https://t.co/jpxj99iJfa	174	0.0	1.0	0.0	0.0
tmj_phx_nursing	Phoenix, AZ	-112.0423562,33.4544851	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/wIpq1nTnG8 #Nursing #Hiring #CareerArc	196	0.0	0.563	0.437	0.8519
mom365jobs	Phoenix, AZ	-112.0740373,33.4483771	false	We're #hiring! Click to apply: Newborn Photographer/Sales Representative (Part-Time) - https://t.co/leQA9EgQZ2 #CustServ #Phoenix, AZ	174	0.0	1.0	0.0	0.0
ThatDawnaGirl	Phoenix, AZ	-111.97720002,33.58354733	false	Lunch at my favorite bistro after running #HotChocolate15k in #scottsdale. Nom nom https://t.co/nCEDPqb1Pl	340	0.0	0.8	0.2	0.4588
JahDMan	Phoenix, AZ	-112.0410495,33.50780776	false	I've been dragged here. But I realize that NONE of y'all wake up like "this". (at @Ulta_Beauty in Phoenix, AZ) https://t.co/OzaU6N32gy	256	0.055	0.829	0.115	0.3182
PinkHouse	Arizona, USA	-112.18359547,33.53888991	false	New necklaces from ginasoriginalaz in stock! Open til 5pm today in Glendale, AZ. #shoplocal https://t.co/688SbkdaEC	268	0.0	1.0	0.0	0.0
SLShuman	Phoenix, AZ	-112.02083333,33.5475	false	Amazing hike this morning. First time on #Piestewa Peak. Beautiful view from the top!! #hiking https://t.co/geWQPnH33Y	297	0.0	0.563	0.437	0.8774
HonorHealthJobs	Phoenix, AZ	-112.1012912,33.6782379	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/Ewi2yS9cRe #Healthcare #Hiring https://t.co/6BlvhHh63W	433	0.0	0.839	0.161	0.3612
MrFabulous915	Arizona, USA	-112.26223,33.52728	false	We taking Over Baby. redskinfans_only taking over #Phoenix baby. #LaParka Joe, Rey Mysterio https://t.co/sxnoiEckc2	264	0.0	1.0	0.0	0.0
tmj_phx_hrta	Avondale, AZ	-112.2915626,33.4214901	false	We're #hiring! Click to apply: Restaurant Team Member (Crew) - https://t.co/FtYtJ10B9B #Job #SONIC #Hospitality #Avondale, AZ #Jobs	142	0.0	1.0	0.0	0.0
AccountempsJobs	Phoenix, AZ	-112.029752,33.5106684	false	Want to work at Accountemps? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/Q0TF8fZAIv #Job #Accountemps #Accounting #Jobs	257	0.0	0.914	0.086	0.1511
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/UTZoKeLakK #SignOnBonus #NurseLife https://t.co/VCFrEMYV7K	196	0.0	0.563	0.437	0.8519
theNorb	Phoenix, AZ	-112.064833,33.471341	false	Coffee! Homework! Then work! Fuuuuuck (@ The Coronado in Phoenix, AZ) https://t.co/i3vcJzbXa3	215	0.0	1.0	0.0	0.0
kevincoval	Phoenix, AZ	-112.06,33.4358	false	homer writes. #Phoenix #phoenixgraffiti #arizonagraffiti @ Central City, Phoenix https://t.co/9xa1uHB24A	175	0.0	1.0	0.0	0.0
JahTarGardener	Phoenix, AZ	-112.05350039,33.3815819	false	Thanks for those that continue to support even thru my in's and outs. I'm grateful and blessed. https://t.co/QpJupE3bJi	115	0.0	0.528	0.472	0.91
StJosephsJobs	Phoenix, AZ	-112.0863874,33.5080943	false	See our latest #Phoenix, AZ #job and click to apply: EEG Tech Electroneurodiagnostics (Full-Time/Days) - https://t.co/CVk9b8jOh8 #Hiring	254	0.0	1.0	0.0	0.0
recruiteraz	Phoenix, AZ	-112.0863874,33.5080943	false	We're #hiring! Read about our latest #job opening here: Social Worker-Care Coordination (PRN) - https://t.co/hnxwt1vXKO #Phoenix, AZ	254	0.0	1.0	0.0	0.0
deannerussell	Phoenix, AZ	-112.0863874,33.5080943	false	We're #hiring! Click to apply: RN- TICU (Full-Time/Nights) - https://t.co/wDP5T2bazs #Job #Nursing #Phoenix, AZ #Jobs	254	0.0	1.0	0.0	0.0
TotalTrafficPHX	Phoenix, AZ	-112.11,33.46593	false	Object on roadway in #Phoenix on I - 17 SB at Mcdowell Rd --- Exit 200b #PHXtraffic https://t.co/hUIi7YWVvM	192	0.0	1.0	0.0	0.0
tmj_phx_sales	Anthem, AZ	-112.1191757,33.8395368	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/weABL5lFxG #Sales #Hiring #CareerArc	612	0.0	0.839	0.161	0.3612
kimmydoo43	Phoenix, AZ	-112.15272,33.59713	false	I'm at @Youfit Health Clubs in Glendale, AZ https://t.co/8je5n2c2Q6	350	0.0	1.0	0.0	0.0
27TattooStudio	Phoenix, AZ	-112.06955039,33.45558879	false	Kitty! By blakeonyourface  @ 27 Tattoo Studio https://t.co/6ZdvuKMB47	194	0.0	1.0	0.0	0.0
EdithShorten	Phoenix, AZ	-112.2746803,33.5113101	false	Watching my first episode ever of #GIRLS . I'm not moving all day	243	0.0	1.0	0.0	0.0
TotalTrafficPHX	Arizona, USA	-112.2692,33.5228	false	Accident, shoulder blocked in #Glendale on Lp 101 NB at Bethany Home Rd #PHXtraffic https://t.co/hUIi7YWVvM	243	0.286	0.714	0.0	-0.6369
tmj_phx_jobs	Phoenix, AZ	-112.0740373,33.4483771	false	Join the Wells Fargo team! See our latest #job opening here: https://t.co/lrTYXrLpSr #Phoenix, AZ #Veterans #Hiring #CareerArc	174	0.0	0.77	0.23	0.5411
tmj_phx_hrta	Phoenix, AZ	-111.9835916,33.3044039	false	We're #hiring! Read about our latest #job opening here: Barista (US) - https://t.co/GO1tYYNaDZ #Hospitality #Veterans #CareerArc	19	0.0	1.0	0.0	0.0
rgstrdfoodie	Phoenix, AZ	-112.03734669,33.50838636	false	Truffle fries at Hopdoddy Burger Bar. #registeredfoodie #foodie #food #foodporn #dailyfries https://t.co/TV8p7cjX4r	256	0.0	1.0	0.0	0.0
HonorHealthJobs	Phoenix, AZ	-112.0708775,33.5694587	false	This #job might be a great fit for you: OCCUPATIONAL THERAPIST I - PER DIEM - https://t.co/GekZ3rEmKh #Healthcare https://t.co/IrKrkzRQhO	314	0.0	0.68	0.32	0.765
tmj_phx_nursing	Phoenix, AZ	-112.0423562,33.4544851	false	Can you recommend anyone for this #job? Registered Nurse - Cath Lab - Pre/ Post - Full Time - https://t.co/f692SYlKrA #Nursing #Phoenix, AZ	196	0.0	0.878	0.122	0.3612
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/hfME7fNB9s #Job #SignOnBonus #NurseLife https://t.co/pUESMygWD2	196	0.0	0.915	0.085	0.0772
patrickmaser	Phoenix, AZ	-112.07638889,33.52833333	false	No words can describe this weekend ... So Honored & Proud to be a Part in helping average people https://t.co/PGwx7tPVse	274	0.085	0.541	0.374	0.8162
tmj_phx_health	Arizona, USA	-112.2503239,33.5704697	false	See our latest #PeoriaW, AZ #job and click to apply: Associate Veterinarian Phoenix, Arizona - https://t.co/nMORkqfRi4 #Physician #Hiring	305	0.0	1.0	0.0	0.0
DestinationJobs	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job? Lead Banquet Cook F/T Varied - https://t.co/fuV2E1mVBa #Hospitality #Phoenix, AZ #Hiring	174	0.0	0.865	0.135	0.3612
tmj_phx_it	Phoenix, AZ	-112.0863874,33.5080943	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/0piVNU6KZM #IT #Hiring #CareerArc	254	0.0	0.563	0.437	0.8519
GraceTemplePHX	Phoenix, AZ	-112.08423,33.43652	false	Nuggets from Pastor Jack Spencer jspencer130 speaking "When God Breaks The Silence" https://t.co/sRCtLNe7Uf	174	0.0	0.851	0.149	0.2732
IiroLunki	Arizona, USA	-112.26249803,33.52812567	false	T minus 90 minutes for some  baby! #WASvsAZ #UniversityOfPhoenixStadium #ArizonaCardinals https://t.co/SB4MQ5n5j0	264	0.0	1.0	0.0	0.0
tmj_phx_cstsrv	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/bDVu2xYE8W #Job #CustomerService #Jobs #Hiring #CareerArc	174	0.0	0.92	0.08	0.0772
HonorHealthJobs	Phoenix, AZ	-112.1123006,33.6629851	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/sZ934nxBfQ #EMR #INFORMATICS https://t.co/pgwb9mmWTY	412	0.0	0.563	0.437	0.8519
tmj_phx_cosmo	Phoenix, AZ	-112.1397725,33.7133054	false	Can you recommend anyone for this #job? Hair Stylist - https://t.co/cprCl6ZGUc #Cosmetology #Glendale, AZ #Hiring #CareerArc	471	0.0	0.848	0.152	0.3612
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	See our latest #Phoenix, AZ #job and click to apply: Registered Nurse - Telemetry - Full Time - Nights - St... - https://t.co/fihFVXJCgv	196	0.0	1.0	0.0	0.0
tmj_phx_retail	Phoenix, AZ	-112.029752,33.5106684	false	Join the J. Crew team! See our latest #job opening here: https://t.co/yOdT957Kcf #Retail #Phoenix, AZ #Hiring #CareerArc	257	0.0	0.865	0.135	0.3595
HonorHealthJobs	Phoenix, AZ	-112.1123006,33.6629851	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/cm540MUsYK #Physician #Hiring https://t.co/sSqeT333eD	412	0.0	0.563	0.437	0.8519
JulieJxander	Phoenix, AZ	-112.01349362,33.51084572	false	maeandmarie adorable outfit by @grimaldi_karina and @mezzi_official handbag #Fashion #Style https://t.co/PTc0rTtDUv	258	0.0	0.758	0.242	0.4939
GarstProduction	Arizona, USA	-112.26249803,33.52812567	false	Let's go Cardinals #wasvsaz @ University of Phoenix Stadium https://t.co/DCPPBSPek2	264	0.0	1.0	0.0	0.0
DestinationJobs	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job? Server AM P/T - https://t.co/D0XGTVlBBJ #Hospitality #Phoenix, AZ #Hiring	174	0.0	0.848	0.152	0.3612
Rich_TandlerCSN	Arizona, USA	-112.26249803,33.52812567	false	The stadium roof is opening. #WasvsAz @ University of Phoenix Stadium https://t.co/78s1Yu1fXV	264	0.0	1.0	0.0	0.0
tmj_phx_health	Phoenix, AZ	-112.0708775,33.5694587	false	Want to work at HonorHealth? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/M0mSRke3C4 #Job #Healthcare #Jobs #CareerArc	314	0.0	0.914	0.086	0.1511
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/6alWNHgOHq #behavioralhealth https://t.co/yjiURh1tun	196	0.0	1.0	0.0	0.0
JobsatNCGHotels	Arizona, USA	-112.1859866,33.5386523	false	Can you recommend anyone for this #job? Assistant Executive Housekeeper $500 SIGN ON BONUS - https://t.co/Zs4gDRvumT #empleo #Glendale, AZ	268	0.0	0.704	0.296	0.7739
tmj_phx_acct	Phoenix, AZ	-112.029752,33.5106684	false	Want to work at Kelly Services? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/KVqR18e57P #Job #KellyJobs #KellyServices	257	0.0	0.914	0.086	0.1511
tmj_phx_hrta	Arizona, USA	-112.1855216,33.6524736	false	Can you recommend anyone for this #job? Barista (US) - https://t.co/WvYAFd7O6p #Hospitality #Veterans #Hiring #CareerArc	408	0.0	0.839	0.161	0.3612
workatcentral	Phoenix, AZ	-112.0740373,33.4483771	false	Join the Central Garden & Pet team! See our latest #job opening here: https://t.co/ojSIPurJeM #Clerical #Phoenix, AZ #Hiring	174	0.0	0.865	0.135	0.3595
tmj_phx_nursing	Phoenix, AZ	-112.0708775,33.5694587	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/80KanGWWXH #Job #Nursing #Jobs #Hiring #CareerArc	314	0.0	0.92	0.08	0.0772
tmj_azs_ins	Phoenix, AZ	-112.0740373,33.4483771	false	If you're looking for work in #Phoenix, AZ, check out this #job: https://t.co/cGBpU2W4Bi #Insurance #Hiring #CareerArc	174	0.0	1.0	0.0	0.0
ballsomarth	Arizona, USA	-112.186,33.5386	false	The marth family is a proud sponsor of The Ohio State University. https://t.co/9ybDGmsvbj	268	0.0	0.78	0.22	0.4767
Phoenix_LAF	Phoenix, AZ	-112.07372189,33.4462674	false	#PhoenixLostFound Missing My Calico Cat Still (Surprise): My baby girl Zelda is still missing she went missing Nov https://t.co/ucrAGuXwds	174	0.292	0.708	0.0	-0.6808
Phoenix_LAF	Phoenix, AZ	-112.07372189,33.4462674	false	#PhoenixLostFound Found dog (Tempe): Found dog https://t.co/E6faKuyEAH https://t.co/JC5x5glooC	174	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/enxBHA3P0B #SignOnBonus #NurseLife #Nursing https://t.co/4JQBTRe0Nx	196	0.0	0.848	0.152	0.3612
tmj_phx_labor	Phoenix, AZ	-112.0740373,33.4483771	false	We're #hiring! Click to apply: Forklift Operator - https://t.co/Wcb6dYvnzW #Job #Labor #Phoenix, AZ #Jobs #CareerArc	174	0.0	1.0	0.0	0.0
JahTarGardener	Phoenix, AZ	-112.0024338,33.3096619	false	Greens finally coming along well, after a small thanksgiving picking. #collard #mustard #turnip https://t.co/K1yqHxJAxt	38	0.0	0.851	0.149	0.2732
brent_carvajal	Phoenix, AZ	-112.178,33.502	false	Duke em out #boss #formywife #writtenraps #lyrics #battleraps #sfnone #rapgame #poetry #onetake https://t.co/3X4EbhSVYk	229	0.0	1.0	0.0	0.0
tmj_phx_jobs	Phoenix, AZ	-112.0740373,33.4483771	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/IkMqR82wOo #Hiring #CareerArc	174	0.0	0.542	0.458	0.8519
JahTarGardener	Phoenix, AZ	-112.0024338,33.3096619	false	Curly kale finally getting some size in this sudden chilly Phoenix weather. #curlykale @ JahTar https://t.co/Bm6vyl3SXd	38	0.0	1.0	0.0	0.0
deannerussell	Phoenix, AZ	-112.0863874,33.5080943	false	See our latest #Phoenix, AZ #job and click to apply: RN-CTICU (Full-time Days) - https://t.co/PsX4JibwwM #Nursing #Hiring	254	0.0	1.0	0.0	0.0
StJosephsJobs	Arizona, USA	-112.256285,33.5321111	false	Join the St Josephs Hospital & Med Center team! See our latest #job opening here: https://t.co/Am4bJkQ3f9 #Healthcare #Glendale, AZ	264	0.0	0.872	0.128	0.3595
recruiteraz	Phoenix, AZ	-112.0863874,33.5080943	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/WU4K5iWGjp #Nursing #Hiring	254	0.0	0.542	0.458	0.8519
PFGCareers	Phoenix, AZ	-112.0740373,33.4483771	false	Want to work at Performance Food Group? We're #hiring in #Phoenix, AZ! Click for details: https://t.co/9PNu2COVcS https://t.co/jrmT1Nvb11	174	0.0	0.91	0.09	0.1511
THEAndyManning	Chandler, AZ	-111.9688046,33.31741278	false	I'm at Chipotle Mexican Grill in Chandler, AZ w/ @francesadixon https://t.co/P2CjQWDNxK	40	0.0	1.0	0.0	0.0
AGMSports	Arizona, USA	-112.26249803,33.52812567	false	#FieldPass #HTTR @ University of Phoenix Stadium https://t.co/OjMpZEldoR	264	0.0	1.0	0.0	0.0
tmj_phx_itdb	Phoenix, AZ	-112.1123006,33.6629851	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/is4oDK6piv #Database #Hiring #CareerArc	412	0.0	0.839	0.161	0.3612
JahTarGardener	Phoenix, AZ	-112.0024338,33.3096619	false	My tiny moringa plants finally getting some size #moringaoleifera ugly but working setup @ https://t.co/G3s0WNkCiV	38	0.142	0.858	0.0	-0.2846
tmj_phx_health	Phoenix, AZ	-112.0708775,33.5694587	false	This #job might be a great fit for you: Patient Care Tech II - https://t.co/bPSMhyBNKA #Healthcare #Phoenix, AZ #Hiring #CareerArc	314	0.0	0.605	0.395	0.8689
CaniacCareers	Phoenix, AZ	-112.0590467,33.6404278	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/ZEevP45mIt #management #BusinessMgmt #Hiring	395	0.0	0.563	0.437	0.8519
CamCox12	Arizona, USA	-112.26249803,33.52812567	false	Let there be light. #WASvsAZ #12Sports @ University of Phoenix Stadium https://t.co/tUZC7srVwV	264	0.0	1.0	0.0	0.0
JahTarGardener	Phoenix, AZ	-112.0024338,33.3096619	false	More greens.... @ JahTar Urban Homestead https://t.co/41jDOPofzF	38	0.0	1.0	0.0	0.0
DPaget	Arizona, USA	-112.26249803,33.52812567	false	Tailgate in the desert #tailgate #azcardinals @ University of https://t.co/pnxGFjCaw5	264	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/OUqqzwCDxI #Job #SignOnBonus #NurseLife https://t.co/mLTP7O9iUc	196	0.0	0.915	0.085	0.0772
minjiyi	Avondale, AZ	-112.27443873,33.4675353	false	I'm at Costco Wholesale in Avondale, AZ https://t.co/n0tp77BjWl	183	0.0	1.0	0.0	0.0
tmj_phx_transp	Phoenix, AZ	-112.01031,33.4660445	false	Want to work in #Phoenix, AZ? View our latest opening: https://t.co/AuhS6gAVLX #Job #Transportation #Jobs #Hiring #CareerArc	198	0.0	0.92	0.08	0.0772
tmj_phx_sales	Phoenix, AZ	-112.0182329,33.6629442	false	We're #hiring! Click to apply: Part Time Sales-dressbarn - https://t.co/WwCpzMvd89 #Job #Sales #Phoenix, AZ #Jobs #CareerArc	417	0.0	1.0	0.0	0.0
SunstateJobs	Phoenix, AZ	-112.0740373,33.4483771	false	Can you recommend anyone for this #job in #Phoenix, AZ? https://t.co/4CiDOVlmTO #Labor #Hiring https://t.co/gpt1tTHnBA	174	0.0	0.839	0.161	0.3612
enVader	Arizona, USA	-112.26249342,33.52779779	false	I'm at University of Phoenix Stadium - @uopxstadium for @AZCardinals @Redskins in Glendale, AZ https://t.co/MGpanLamz8	264	0.0	1.0	0.0	0.0
tmj_phx_nursing	Phoenix, AZ	-112.0708775,33.5694587	false	Join the HonorHealth team! See our latest #job opening here: https://t.co/iJ7ninGgik #Nursing #Phoenix, AZ #Hiring #CareerArc	314	0.0	0.858	0.142	0.3595
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	We're #hiring! Click to apply: Registered Nurse - Telemetry - Full Time - St Luke's Medical Center - https://t.co/EHfBijlr2O	196	0.0	1.0	0.0	0.0
HonorHealthJobs	Phoenix, AZ	-112.0670612,33.5699124	false	See our latest #Phoenix, AZ #job and click to apply: Physician - Immediate Care Per Diem - https://t.co/yKg34nEXIm https://t.co/Y68nS9x0V8	315	0.0	0.833	0.167	0.4939
tmj_phx_health	Phoenix, AZ	-112.0708775,33.5694587	false	We're #hiring! Click to apply: Patient Care Tech II - https://t.co/VgSDxqrmEt #Job #Healthcare #Phoenix, AZ #Jobs #CareerArc	314	0.0	0.811	0.189	0.5411
brent_carvajal	Phoenix, AZ	-112.15977568,33.49545126	false	Just posted a photo @ Maryvale Justice Court https://t.co/8Xd9ibsJFu	230	0.0	0.638	0.362	0.5267
luxuryaz	Phoenix, AZ	-112.067115,33.48634	false	See a virtual tour of my listing on 3302 N 7TH Street 226 #Phoenix #AZ #realestate https://t.co/5uxh6Yx8hF https://t.co/nChid0Daw1	215	0.0	1.0	0.0	0.0
IASISCareers	Phoenix, AZ	-112.0423562,33.4544851	false	Join the St. Luke's Medical Center team! See our latest #job opening here: https://t.co/XpphI4PznV #SignOnBonus https://t.co/me6fE5alKm	196	0.0	0.858	0.142	0.3595
tmj_AZS_retail	Phoenix, AZ	-111.9701346,33.6814648	false	We're #hiring! Click to apply: Seasonal Associate - https://t.co/whZlPpZBNC #Job #Retail #Phoenix, AZ #Jobs #CareerArc	440	0.0	1.0	0.0	0.0
AJColores	Phoenix, AZ	-112.06783,33.45834	false	ESTA LIT!  It's a party here at #JOBOT if you want some photos.. All my photographer friends https://t.co/5rbxRjgRVy	195	0.0	0.654	0.346	0.75
RichSloma	Arizona, USA	-112.26249803,33.52812567	false	Its Game Day! But today we are on opposite sides. richieslomalhc #HTTR #WASvsAZ #Redskins @ https://t.co/XbJUhsRu3G	264	0.0	1.0	0.0	0.0
tmj_phx_hrta	Phoenix, AZ	-112.0828757,33.5163728	false	Want to work at Starbucks? We're #hiring in 5344 N. 7TH AVENUE, #PHOENIX, AZ! Click for details: https://t.co/coqjAsXG4N #Job #Hospitality	254	0.0	0.923	0.077	0.1511
AGMSports	Arizona, USA	-112.26249803,33.52812567	false	#HTTR vs #AZCardinals @ University of Phoenix Stadium https://t.co/kfNAvkCHhJ	264	0.0	1.0	0.0	0.0
EstherChronicle	Phoenix, AZ	-111.99710152,33.43431066	false	Sunday Inspiration Ladies... Life is too short and death is too long, someone said to me quite https://t.co/vy4KPVVmPW	158	0.167	0.687	0.146	-0.128
JrockMolina2000	Arizona, USA	-112.26223,33.52728	false	I must love this kid coming to a game I have no business at on his birthday! Lol Happy Birthday https://t.co/OKnXIkxPYM	264	0.081	0.515	0.404	0.8687
mammatoledos	Phoenix, AZ	-112.0649551,33.474346	false	Mmmmm.....come and get an orange cranberry muffin. This is our newest addition... #muffins https://t.co/Vq5GVFKlbf	215	0.0	1.0	0.0	0.0
garayrichard	Arizona, USA	-112.20849,33.70915	false	Felt so good to be back at #ccv #church this #sunday thank you Jesus for all your #blessings and https://t.co/ApX5CeThlu	467	0.0	0.76	0.24	0.6901
HonorHealthJobs	Phoenix, AZ	-112.0670612,33.5699124	false	Interested in a #job in #Phoenix, AZ? This could be a great fit: https://t.co/aJL8XIstHp #Physician #Hiring https://t.co/yNg3G1riNq	315	0.0	0.563	0.437	0.8519
